exp_id,timestamp,bw,delay,loss,iw,rtt,throughput,reward
1,2025-07-31T11:45:41.252549,3,10,0,4,12.153,1.74,0.4825448261933081
2,2025-07-31T11:45:41.252595,3,10,0,6,10.098,2.63,0.6781818181818181
3,2025-07-31T11:45:41.252604,3,10,0,8,10.141,3.41,0.8191519574006509
4,2025-07-31T11:45:41.252610,3,10,0,10,10.139,4.4,0.9991912417398165
5,2025-07-31T11:45:58.584570,3,10,1,4,12.209,1.75,0.4851937711285469
6,2025-07-31T11:45:58.584636,3,10,1,6,10.173,2.54,0.662437642005156
7,2025-07-31T11:45:58.584677,3,10,1,8,10.151,3.09,0.7630979498861048
8,2025-07-31T11:45:58.584699,3,10,1,10,10.188,4.39,0.9992736552807224
9,2025-07-31T11:46:17.947275,3,10,5,4,12.681,1.76,0.4829073908881958
10,2025-07-31T11:46:17.947345,3,10,5,6,10.154,2.51,0.6603337953317081
11,2025-07-31T11:46:17.947388,3,10,5,8,10.164,3.2,0.7867427401622564
12,2025-07-31T11:46:17.947404,3,10,5,10,10.143,4.36,1.0
13,2025-07-31T11:46:36.525031,3,30,0,4,36.245,999.0,0.9663457028555663
14,2025-07-31T11:46:36.525091,3,30,0,6,30.199,66.9,0.25322256857340797
15,2025-07-31T11:46:36.525132,3,30,0,8,30.146,1.88,0.20150550550550547
16,2025-07-31T11:46:36.525152,3,30,0,10,30.229,1.85,0.2009323399286679
17,2025-07-31T11:46:54.088232,3,30,1,4,36.183,980.0,0.9669955503965951
18,2025-07-31T11:46:54.088351,3,30,1,6,30.212,1.5,0.2012244897959183
19,2025-07-31T11:46:54.088418,3,30,1,8,30.297,1.97,0.2010470516040855
20,2025-07-31T11:46:54.088446,3,30,1,10,30.272,1.82,0.20108930836605252
21,2025-07-31T11:47:13.659759,3,30,5,4,36.308,979.0,0.9661341853035144
22,2025-07-31T11:47:13.659820,3,30,5,6,30.221,1.5,0.20082204775518336
23,2025-07-31T11:47:13.659858,3,30,5,8,30.63,1.85,0.19844285996791247
24,2025-07-31T11:47:13.659878,3,30,5,10,30.16,1.82,0.2014872318692543
25,2025-07-31T11:47:33.178509,3,100,0,4,120.305,41.8,0.2094718606468721
26,2025-07-31T11:47:33.178599,3,100,0,6,100.211,598.0,0.8140607938559011
27,2025-07-31T11:47:33.178650,3,100,0,8,100.201,779.0,0.9999600802387202
28,2025-07-31T11:47:33.178670,3,100,0,10,100.181,545.0,0.7596919127086008
29,2025-07-31T11:47:51.691191,3,100,1,4,120.261,398.0,0.5679828361543992
30,2025-07-31T11:47:51.691244,3,100,1,6,100.23,601.0,0.806043771456797
31,2025-07-31T11:47:51.691269,3,100,1,8,100.099,793.0,1.0
32,2025-07-31T11:47:51.691292,3,100,1,10,100.141,547.0,0.7517446176427176
33,2025-07-31T11:48:12.132706,3,100,5,4,120.243,397.0,0.5645344118010652
34,2025-07-31T11:48:12.132819,3,100,5,6,100.206,595.0,0.7963315569925952
35,2025-07-31T11:48:12.132880,3,100,5,8,100.183,798.0,0.9998862082389228
36,2025-07-31T11:48:12.132903,3,100,5,10,100.126,546.0,0.7473684210526316
37,2025-07-31T11:48:29.457950,6,10,0,4,12.214,1.74,0.4879427726710461
38,2025-07-31T11:48:29.458107,6,10,0,6,10.2,2.61,0.6815504234026173
39,2025-07-31T11:48:29.458207,6,10,0,8,10.166,3.41,0.8300230946882217
40,2025-07-31T11:48:29.458309,6,10,0,10,10.173,4.33,0.9998623808119532
41,2025-07-31T11:48:46.789126,6,10,1,4,12.205,1.77,0.4904076762042928
42,2025-07-31T11:48:46.789169,6,10,1,6,10.108,2.62,0.6807339449541283
43,2025-07-31T11:48:46.789195,6,10,1,8,10.221,3.38,0.8179723522986044
44,2025-07-31T11:48:46.789218,6,10,1,10,10.182,4.36,0.9985464545275977
45,2025-07-31T11:49:04.098247,6,10,5,4,12.215,1.75,0.4877976018356134
46,2025-07-31T11:49:04.098281,6,10,5,6,10.231,2.59,0.6742519362362454
47,2025-07-31T11:49:04.098301,6,10,5,8,10.181,3.26,0.7981651376146788
48,2025-07-31T11:49:04.098312,6,10,5,10,10.186,4.36,0.9999018260357353
49,2025-07-31T11:49:21.645066,6,30,0,4,36.199,998.0,0.9667062626039393
50,2025-07-31T11:49:21.645114,6,30,0,6,30.185,1.51,0.20113091115143983
51,2025-07-31T11:49:21.645141,6,30,0,8,30.173,1.97,0.20157915831663323
52,2025-07-31T11:49:21.645167,6,30,0,10,30.199,1.85,0.20131077479970697
53,2025-07-31T11:49:40.230258,6,30,1,4,36.266,975.0,0.9662990128495009
54,2025-07-31T11:49:40.230300,6,30,1,6,30.155,1.49,0.20122256410256406
55,2025-07-31T11:49:40.230318,6,30,1,8,30.224,1.86,0.20106956305737667
56,2025-07-31T11:49:40.230339,6,30,1,10,30.264,1.86,0.20080582606397035
57,2025-07-31T11:49:59.824872,6,30,5,4,36.252,970.0,0.9662253117069403
58,2025-07-31T11:49:59.824954,6,30,5,6,30.149,1.5,0.20111107273736314
59,2025-07-31T11:49:59.824984,6,30,5,8,30.175,1.87,0.20124400789210697
60,2025-07-31T11:49:59.825044,6,30,5,10,30.13,1.21,0.20099793814432984
61,2025-07-31T11:50:18.364730,6,100,0,4,120.291,392.0,0.5599318766170205
62,2025-07-31T11:50:18.364793,6,100,0,6,100.234,591.0,0.7929891431716033
63,2025-07-31T11:50:18.364826,6,100,0,8,100.116,797.0,1.0
64,2025-07-31T11:50:18.364838,6,100,0,10,100.222,546.0,0.7478436766238423
65,2025-07-31T11:50:36.998785,6,100,1,4,120.35,394.0,0.6953700699581478
66,2025-07-31T11:50:36.998852,6,100,1,6,100.198,596.0,1.0
67,2025-07-31T11:50:36.998901,6,100,1,8,100.274,437.0,0.7864255965500166
68,2025-07-31T11:50:36.998938,6,100,1,10,100.218,544.0,0.9301614292921967
69,2025-07-31T11:50:56.756120,6,100,5,4,120.225,396.0,0.5727631204312427
70,2025-07-31T11:50:56.756190,6,100,5,6,100.153,204.0,0.4092307692307692
71,2025-07-31T11:50:56.756233,6,100,5,8,100.166,780.0,0.9999740430884732
72,2025-07-31T11:50:56.756256,6,100,5,10,100.252,96.2,0.2984691643724481
73,2025-07-31T11:51:14.094455,9,10,0,4,12.246,1.71,0.48157309414131166
74,2025-07-31T11:51:14.094576,9,10,0,6,10.158,2.62,0.6837496424847684
75,2025-07-31T11:51:14.094619,9,10,0,8,10.165,3.39,0.825875411370584
76,2025-07-31T11:51:14.094645,9,10,0,10,10.142,4.33,1.0
77,2025-07-31T11:51:31.406557,9,10,1,4,12.105,1.75,0.4910744992096675
78,2025-07-31T11:51:31.406593,9,10,1,6,10.153,2.56,0.6729792147806004
79,2025-07-31T11:51:31.406613,9,10,1,8,10.156,3.33,0.8151834158490141
80,2025-07-31T11:51:31.406631,9,10,1,10,10.158,4.33,0.9999015554242962
81,2025-07-31T11:51:51.717917,9,10,5,4,10.148,1.75,0.6458598726114649
82,2025-07-31T11:51:51.718002,9,10,5,6,10.157,2.57,0.8545998523813076
83,2025-07-31T11:51:51.718057,9,10,5,8,10.177,3.14,0.9994300874520978
84,2025-07-31T11:51:51.718110,9,10,5,10,10.164,3.14,0.9996851633215269
85,2025-07-31T11:52:09.286182,9,30,0,4,36.206,998.0,0.9665359332707286
86,2025-07-31T11:52:09.286278,9,30,0,6,30.16,1.5,0.20112282921280222
87,2025-07-31T11:52:09.286349,9,30,0,8,30.217,1.97,0.20112246175509504
88,2025-07-31T11:52:09.286397,9,30,0,10,30.148,1.83,0.20146693386773543
89,2025-07-31T11:52:28.845673,9,30,1,4,37.703,993.0,0.9600933612709864
90,2025-07-31T11:52:28.845793,9,30,1,6,30.193,1.47,0.20109817735508806
91,2025-07-31T11:52:28.845869,9,30,1,8,30.206,1.91,0.20136662017156573
92,2025-07-31T11:52:28.845910,9,30,1,10,30.18,110.0,0.2886203423967774
93,2025-07-31T11:52:47.402180,9,30,5,4,36.236,971.0,0.966364940942709
94,2025-07-31T11:52:47.402326,9,30,5,6,30.216,1.48,0.2007295547580932
95,2025-07-31T11:52:47.402371,9,30,5,8,30.236,1.84,0.2008941875577077
96,2025-07-31T11:52:47.402396,9,30,5,10,30.142,1.84,0.20151596292481974
97,2025-07-31T11:53:05.935028,9,100,0,4,120.324,396.0,0.5789771782852964
98,2025-07-31T11:53:05.935119,9,100,0,6,100.22,592.0,0.8165389476485065
99,2025-07-31T11:53:05.935176,9,100,0,8,100.156,768.0,1.0
100,2025-07-31T11:53:05.935230,9,100,0,10,100.182,546.0,0.768698094468068
101,2025-07-31T11:53:24.463500,9,100,1,4,120.248,400.0,0.5837324288604073
102,2025-07-31T11:53:24.463595,9,100,1,6,100.185,599.0,0.8246420783870569
103,2025-07-31T11:53:24.463653,9,100,1,8,100.206,767.0,0.9998283535916013
104,2025-07-31T11:53:24.463707,9,100,1,10,100.12,546.0,0.7694915254237288
105,2025-07-31T11:53:43.092832,9,100,5,4,120.244,400.0,0.7044130436180327
106,2025-07-31T11:53:43.092884,9,100,5,6,100.207,595.0,0.9999101859151557
107,2025-07-31T11:53:43.092902,9,100,5,8,100.162,435.0,0.7848739495798319
108,2025-07-31T11:53:43.092937,9,100,5,10,100.182,543.0,0.9300441062811902
1,2025-07-31T11:54:00.715365,3,10,0,4,12.165,1.74,0.4947139575929015
2,2025-07-31T11:54:00.715496,3,10,0,6,10.228,2.61,0.6901404219098668
3,2025-07-31T11:54:00.715533,3,10,0,8,10.169,3.31,0.8230588235294117
4,2025-07-31T11:54:00.715558,3,10,0,10,10.246,4.25,0.9984969744290455
5,2025-07-31T11:54:18.076462,3,10,1,4,12.199,1.1,0.3666495311894007
6,2025-07-31T11:54:18.076530,3,10,1,6,10.137,2.64,0.6810933940774488
7,2025-07-31T11:54:18.076574,3,10,1,8,10.172,3.19,0.7806330209239352
8,2025-07-31T11:54:18.076597,3,10,1,10,10.215,4.39,0.9984728340675477
9,2025-07-31T11:54:36.415451,3,10,5,4,12.206,1.75,0.4945568984390807
10,2025-07-31T11:54:36.415530,3,10,5,6,10.251,2.62,0.6895799928828654
11,2025-07-31T11:54:36.415580,3,10,5,8,10.142,3.45,0.8475718043222855
12,2025-07-31T11:54:36.415630,3,10,5,10,10.126,4.26,1.0
13,2025-07-31T11:54:53.993109,3,30,0,2,36.265,502.0,0.5930339851310015
14,2025-07-31T11:54:53.993151,3,30,0,4,30.146,941.0,1.0
15,2025-07-31T11:54:53.993170,3,30,0,6,30.181,1.37,0.2009327843864863
16,2025-07-31T11:54:53.993180,3,30,0,8,30.158,2.0,0.2016207379357135
17,2025-07-31T11:55:12.542337,3,30,1,2,37.69,502.0,0.5653480475245637
18,2025-07-31T11:55:12.542374,3,30,1,4,30.239,991.0,0.9995502496775687
19,2025-07-31T11:55:12.542395,3,30,1,6,30.22,1.46,0.2008543189165761
20,2025-07-31T11:55:12.542405,3,30,1,8,30.171,2.0,0.2016145307769929
21,2025-07-31T11:55:31.461221,3,30,5,2,248.266,260.0,0.3816783921181093
22,2025-07-31T11:55:31.461316,3,30,5,4,30.158,582.0,0.9999602095629684
23,2025-07-31T11:55:31.461377,3,30,5,6,30.169,1.38,0.20178420875118272
24,2025-07-31T11:55:31.461440,3,30,5,8,30.152,305.0,0.6192439862542956
25,2025-07-31T11:55:49.999812,3,100,0,4,120.201,398.0,0.5717382544543234
26,2025-07-31T11:55:49.999848,3,100,0,6,100.216,598.0,0.8085336538217399
27,2025-07-31T11:55:49.999868,3,100,0,8,100.211,786.0,0.9998922274001856
28,2025-07-31T11:55:49.999879,3,100,0,10,100.157,545.0,0.75470737913486
29,2025-07-31T11:56:08.543434,3,100,1,4,120.332,398.0,0.5758386159901906
30,2025-07-31T11:56:08.543518,3,100,1,6,100.334,596.0,0.8126401828176667
31,2025-07-31T11:56:08.543571,3,100,1,8,100.294,778.0,0.9998663928051529
32,2025-07-31T11:56:08.543623,3,100,1,10,100.227,545.0,0.7604113110539845
33,2025-07-31T11:56:27.981362,3,100,5,4,125.25,400.0,0.5615040493667621
34,2025-07-31T11:56:27.981414,3,100,5,6,100.199,595.0,0.7972396486825596
35,2025-07-31T11:56:27.981429,3,100,5,8,100.204,797.0,0.9999900203584687
36,2025-07-31T11:56:27.981438,3,100,5,10,100.252,544.0,0.7459419452440328
37,2025-07-31T11:56:45.298487,6,10,0,4,12.161,1.68,0.47683472549742567
38,2025-07-31T11:56:45.298553,6,10,0,6,10.177,2.57,0.6734772408552944
39,2025-07-31T11:56:45.298593,6,10,0,8,10.164,3.38,0.8230414746543778
40,2025-07-31T11:56:45.298631,6,10,0,10,10.189,4.34,0.9995092747080184
41,2025-07-31T11:57:02.632294,6,10,1,4,12.315,1.73,0.48722298408047493
42,2025-07-31T11:57:02.632363,6,10,1,6,10.152,2.53,0.6714796629690245
43,2025-07-31T11:57:02.632400,6,10,1,8,10.252,3.29,0.8112568404413898
44,2025-07-31T11:57:02.632414,6,10,1,10,10.136,4.29,1.0
45,2025-07-31T11:57:20.969908,6,10,5,4,12.68,1.24,0.40438133143180455
46,2025-07-31T11:57:20.969990,6,10,5,6,10.188,2.55,0.7011696084134246
47,2025-07-31T11:57:20.970042,6,10,5,8,10.189,3.44,0.8760885601203591
48,2025-07-31T11:57:20.970070,6,10,5,10,10.185,4.07,1.0
49,2025-07-31T11:57:38.564727,6,30,0,2,36.177,503.0,0.5809210339971136
50,2025-07-31T11:57:38.564814,6,30,0,4,30.195,972.0,1.0
51,2025-07-31T11:57:38.564875,6,30,0,6,30.201,1.39,0.2011042991381611
52,2025-07-31T11:57:38.564902,6,30,0,8,30.215,1.99,0.20150547550510772
53,2025-07-31T11:57:57.126330,6,30,1,2,30.19,490.0,0.6066390041493775
54,2025-07-31T11:57:57.126431,6,30,1,4,30.267,964.0,0.9994911950308918
55,2025-07-31T11:57:57.126497,6,30,1,6,30.201,1.4,0.20108898045611687
56,2025-07-31T11:57:57.126562,6,30,1,8,30.3,1.97,0.2009087821645235
57,2025-07-31T11:58:15.668123,6,30,5,2,36.298,492.0,0.5633490160132582
58,2025-07-31T11:58:15.668193,6,30,5,4,30.198,991.0,0.9997417047486589
59,2025-07-31T11:58:15.668253,6,30,5,6,30.191,1.46,0.20096662376345203
60,2025-07-31T11:58:15.668275,6,30,5,8,30.159,2.0,0.2016145307769929
61,2025-07-31T11:58:34.215598,6,100,0,4,120.248,398.0,0.5753531170369426
62,2025-07-31T11:58:34.215644,6,100,0,6,100.181,588.0,0.8038510911424904
63,2025-07-31T11:58:34.215674,6,100,0,8,100.25,779.0,0.9998623441396508
64,2025-07-31T11:58:34.215708,6,100,0,10,100.236,545.0,0.7595821716973873
65,2025-07-31T11:58:52.644753,6,100,1,2,120.264,200.0,0.36891399603552333
66,2025-07-31T11:58:52.644794,6,100,1,4,100.234,399.0,0.6034779677501549
67,2025-07-31T11:58:52.644815,6,100,1,6,100.203,591.0,0.797724399494311
68,2025-07-31T11:58:52.644827,6,100,1,8,100.208,791.0,0.9999900207568257
69,2025-07-31T11:59:12.330593,6,100,5,4,120.384,394.0,0.5706230319388214
70,2025-07-31T11:59:12.330657,6,100,5,6,100.232,203.0,0.4082051282051282
71,2025-07-31T11:59:12.330689,6,100,5,8,100.266,780.0,0.9999321804001357
72,2025-07-31T11:59:12.330720,6,100,5,10,100.28,542.0,0.7558017039468974
73,2025-07-31T11:59:29.647699,9,10,0,4,12.19,1.72,0.4824744231657757
74,2025-07-31T11:59:29.647737,9,10,0,6,10.152,2.62,0.681346566669384
75,2025-07-31T11:59:29.647748,9,10,0,8,10.166,3.39,0.8226810124349591
76,2025-07-31T11:59:29.647755,9,10,0,10,10.127,4.35,1.0
77,2025-07-31T11:59:47.994359,9,10,1,4,12.234,1.72,0.1814779062958094
78,2025-07-31T11:59:47.994445,9,10,1,6,10.263,2.63,0.22144348077749237
79,2025-07-31T11:59:47.994500,9,10,1,8,10.173,90.7,1.0
80,2025-07-31T11:59:47.994526,9,10,1,10,10.302,4.28,0.23524645881800707
81,2025-07-31T12:00:05.324737,9,10,5,4,12.289,1.7,0.48999856479522297
82,2025-07-31T12:00:05.324831,9,10,5,6,10.164,2.58,0.6926014319809068
83,2025-07-31T12:00:05.324889,9,10,5,8,10.213,3.06,0.7832886486804804
84,2025-07-31T12:00:05.324908,9,10,5,10,10.262,4.19,0.9980900409276944
85,2025-07-31T12:00:22.909512,9,30,0,2,36.203,486.0,0.571927853126431
86,2025-07-31T12:00:22.909547,9,30,0,4,30.171,959.0,0.9997945046567897
87,2025-07-31T12:00:22.909567,9,30,0,6,30.14,1.38,0.20115119916579766
88,2025-07-31T12:00:22.909578,9,30,0,8,30.165,1.98,0.2014859655281423
89,2025-07-31T12:00:40.466449,9,30,1,2,36.222,497.0,0.5673737311667655
90,2025-07-31T12:00:40.466517,9,30,1,4,30.167,992.0,1.0
91,2025-07-31T12:00:40.466545,9,30,1,6,30.233,1.42,0.20070855228691567
92,2025-07-31T12:00:40.466562,9,30,1,8,30.193,1.96,0.20140841981104354
93,2025-07-31T12:00:59.067695,9,30,5,2,36.164,501.0,0.5715833593092746
94,2025-07-31T12:00:59.067727,9,30,5,4,30.149,990.0,1.0
95,2025-07-31T12:00:59.067737,9,30,5,6,30.151,1.48,0.20118269303763645
96,2025-07-31T12:00:59.067758,9,30,5,8,30.178,837.0,0.8761714433753667
97,2025-07-31T12:01:17.589035,9,100,0,4,120.203,395.0,0.5667146410655308
98,2025-07-31T12:01:17.589099,9,100,0,6,100.248,598.0,0.8054698676396461
99,2025-07-31T12:01:17.589144,9,100,0,8,100.198,790.0,1.0
100,2025-07-31T12:01:17.589165,9,100,0,10,100.225,546.0,0.752857513632302
101,2025-07-31T12:01:36.208490,9,100,1,4,120.25,400.0,0.5681301783976815
102,2025-07-31T12:01:36.208564,9,100,1,6,100.233,327.0,0.5281310982049215
103,2025-07-31T12:01:36.208608,9,100,1,8,100.183,797.0,1.0
104,2025-07-31T12:01:36.208621,9,100,1,10,100.184,542.0,0.7440381542378587
105,2025-07-31T12:01:57.792944,9,100,5,2,346.159,26.2,0.08426765109813117
106,2025-07-31T12:01:57.792983,9,100,5,4,100.339,397.0,0.5992556729542198
107,2025-07-31T12:01:57.793003,9,100,5,6,100.218,130.0,0.330817610062893
108,2025-07-31T12:01:57.793014,9,100,5,8,100.253,795.0,0.9999301766530677
1,2025-07-31T12:02:15.389192,3,10,0,6,12.184,2.64,0.5785540810880342
2,2025-07-31T12:02:15.389326,3,10,0,8,10.178,3.52,0.748672422305956
3,2025-07-31T12:02:15.389394,3,10,0,10,10.21,3.86,0.8010678290022586
4,2025-07-31T12:02:15.389457,3,10,0,12,10.165,5.13,1.0
5,2025-07-31T12:02:32.709352,3,10,1,6,12.239,2.63,0.565185916858619
6,2025-07-31T12:02:32.709396,3,10,1,8,10.216,3.29,0.6982365348695874
7,2025-07-31T12:02:32.709428,3,10,1,10,10.155,3.8,0.7768500948766603
8,2025-07-31T12:02:32.709443,3,10,1,12,10.17,5.27,0.9997050147492625
9,2025-07-31T12:02:50.067732,3,10,5,6,12.173,2.62,0.693477822035504
10,2025-07-31T12:02:50.067768,3,10,5,8,10.189,3.44,0.8907899000350659
11,2025-07-31T12:02:50.067780,3,10,5,10,10.155,3.98,1.0
12,2025-07-31T12:02:50.067804,3,10,5,12,10.163,1.87,0.5757219631563306
13,2025-07-31T12:03:07.631315,3,30,0,2,36.33,486.0,0.5652177309185534
14,2025-07-31T12:03:07.631369,3,30,0,4,30.21,974.0,0.9996756041046011
15,2025-07-31T12:03:07.631398,3,30,0,6,30.164,1.44,0.20116286027893507
16,2025-07-31T12:03:07.631426,3,30,0,8,30.161,1.99,0.20163449691991783
17,2025-07-31T12:03:25.172244,3,30,1,2,36.259,499.0,0.5677908780505856
18,2025-07-31T12:03:25.172310,3,30,1,4,30.201,995.0,1.0
19,2025-07-31T12:03:25.172331,3,30,1,6,30.239,1.48,0.20093861868620855
20,2025-07-31T12:03:25.172350,3,30,1,8,30.334,1.97,0.20070701579367792
21,2025-07-31T12:03:42.796709,3,30,5,2,36.217,498.0,0.966601319822183
22,2025-07-31T12:03:42.796773,3,30,5,4,30.169,416.0,0.8682730923694779
23,2025-07-31T12:03:42.796808,3,30,5,6,30.178,1.47,0.20230179968332465
24,2025-07-31T12:03:42.796818,3,30,5,8,30.216,2.0,0.20290175794520413
25,2025-07-31T12:04:02.334547,3,100,0,4,120.253,399.0,0.5763847887370793
26,2025-07-31T12:04:02.334595,3,100,0,6,100.196,62.6,0.2642715794372939
27,2025-07-31T12:04:02.334622,3,100,0,8,100.188,779.0,1.0
28,2025-07-31T12:04:02.334630,3,100,0,10,100.241,544.0,0.7585592099164249
29,2025-07-31T12:04:21.062091,3,100,1,4,120.202,214.0,0.456339631445555
30,2025-07-31T12:04:21.062138,3,100,1,6,100.214,591.0,0.9999022092721577
31,2025-07-31T12:04:21.062165,3,100,1,8,100.251,433.0,0.7859536421450181
32,2025-07-31T12:04:21.062181,3,100,1,10,100.165,545.0,0.9377326565143824
33,2025-07-31T12:04:42.591703,3,100,5,4,120.226,149.0,0.3167288424600504
34,2025-07-31T12:04:42.591748,3,100,5,6,100.193,595.0,0.7994103873227442
35,2025-07-31T12:04:42.591761,3,100,5,8,100.169,794.0,0.9999620641116513
36,2025-07-31T12:04:42.591788,3,100,5,10,100.15,535.0,0.7390428211586901
37,2025-07-31T12:04:59.895082,6,10,0,6,12.116,2.61,0.5669858038956751
38,2025-07-31T12:04:59.895134,6,10,0,8,10.202,3.54,0.7408427916996216
39,2025-07-31T12:04:59.895165,6,10,0,10,10.116,4.26,0.8528735632183908
40,2025-07-31T12:04:59.895195,6,10,0,12,10.135,5.22,0.9996250616674889
41,2025-07-31T12:05:20.235392,6,10,1,6,12.18,2.65,0.5724356869184455
42,2025-07-31T12:05:20.235430,6,10,1,8,10.214,3.49,0.7331819371953603
43,2025-07-31T12:05:20.235450,6,10,1,10,10.164,3.95,0.8046556021477652
44,2025-07-31T12:05:20.235460,6,10,1,12,10.128,5.22,1.0
45,2025-07-31T12:05:38.571474,6,10,5,6,12.178,2.64,0.5671245905532203
46,2025-07-31T12:05:38.571518,6,10,5,8,10.13,3.5,0.7313092979127135
47,2025-07-31T12:05:38.571537,6,10,5,10,10.521,3.96,0.7937057663835607
48,2025-07-31T12:05:38.571558,6,10,5,12,10.149,5.27,0.999625578874766
49,2025-07-31T12:05:56.116956,6,30,0,2,36.181,500.0,0.9665128105911943
50,2025-07-31T12:05:56.116993,6,30,0,4,30.137,1.0,0.20150709095132224
51,2025-07-31T12:05:56.117014,6,30,0,6,30.123,1.47,0.20235199999999995
52,2025-07-31T12:05:56.117025,6,30,0,8,30.194,1.97,0.20268170788898454
53,2025-07-31T12:06:14.658390,6,30,1,2,36.256,502.0,0.5705331795205449
54,2025-07-31T12:06:14.658503,6,30,1,4,30.199,993.0,0.999417199245008
55,2025-07-31T12:06:14.658572,6,30,1,6,30.111,1.48,0.20119234642497477
56,2025-07-31T12:06:14.658691,6,30,1,8,30.172,1.97,0.20118276136588623
57,2025-07-31T12:06:33.264482,6,30,5,2,36.26,491.0,0.5682438241421589
58,2025-07-31T12:06:33.264563,6,30,5,4,30.206,978.0,1.0
59,2025-07-31T12:06:33.264612,6,30,5,6,30.271,1.39,0.20070756038212142
60,2025-07-31T12:06:33.264666,6,30,5,8,30.209,1.98,0.20159977027120057
61,2025-07-31T12:06:51.796290,6,100,0,4,120.216,400.0,0.5712095493177598
62,2025-07-31T12:06:51.796388,6,100,0,6,100.186,599.0,0.8057934643585687
63,2025-07-31T12:06:51.796422,6,100,0,8,100.207,791.0,0.9999361322063329
64,2025-07-31T12:06:51.796442,6,100,0,10,100.175,542.0,0.7481668773704172
65,2025-07-31T12:07:10.756639,6,100,1,4,120.301,400.0,0.5715307353001369
66,2025-07-31T12:07:10.756679,6,100,1,6,100.183,130.0,0.3315417595926037
67,2025-07-31T12:07:10.756703,6,100,1,8,100.131,790.0,1.0
68,2025-07-31T12:07:10.756726,6,100,1,10,100.305,548.0,0.7545897670333331
69,2025-07-31T12:07:31.298271,6,100,5,4,120.273,400.0,0.5679918899685149
70,2025-07-31T12:07:31.298412,6,100,5,6,100.168,323.0,0.5241179736486867
71,2025-07-31T12:07:31.298497,6,100,5,8,100.119,797.0,1.0
72,2025-07-31T12:07:31.298566,6,100,5,10,100.245,537.0,0.7387699458785199
73,2025-07-31T12:07:48.641702,9,10,0,6,12.348,2.45,0.546935081467842
74,2025-07-31T12:07:48.641826,9,10,0,8,10.23,3.52,0.7479308077949844
75,2025-07-31T12:07:48.641903,9,10,0,10,10.243,3.65,0.7679511458307762
76,2025-07-31T12:07:48.641952,9,10,0,12,10.179,5.13,1.0
77,2025-07-31T12:08:05.989991,9,10,1,4,12.193,1.74,0.6229316202658607
78,2025-07-31T12:08:05.990091,9,10,1,6,10.153,2.56,0.8714754098360656
79,2025-07-31T12:08:05.990161,9,10,1,8,10.18,3.05,0.9994695481335953
80,2025-07-31T12:08:05.990183,9,10,1,10,10.178,2.63,0.8893448099243305
81,2025-07-31T12:08:24.320455,9,10,5,6,10.267,2.5,0.5858950487990082
82,2025-07-31T12:08:24.320491,9,10,5,8,10.141,3.51,0.7452427184466018
83,2025-07-31T12:08:24.320510,9,10,5,10,10.201,4.28,0.8636780136727504
84,2025-07-31T12:08:24.320528,9,10,5,12,10.173,5.15,0.9993708837117861
85,2025-07-31T12:08:42.856768,9,30,0,2,36.232,501.0,0.5678871543041923
86,2025-07-31T12:08:42.856798,9,30,0,4,30.125,998.0,0.9999933609958507
87,2025-07-31T12:08:42.856805,9,30,0,6,30.201,1.46,0.20066042379119348
88,2025-07-31T12:08:42.856811,9,30,0,8,30.124,89.2,0.27150300601202404
89,2025-07-31T12:09:00.438059,9,30,1,2,36.205,491.0,0.5699364359977279
90,2025-07-31T12:09:00.438095,9,30,1,4,30.226,974.0,0.999616224442533
91,2025-07-31T12:09:00.438117,9,30,1,6,30.206,898.0,0.9373253964121246
92,2025-07-31T12:09:00.438127,9,30,1,8,30.168,1.99,0.20163449691991783
93,2025-07-31T12:09:19.944140,9,30,5,2,36.21,493.0,0.9665341066003866
94,2025-07-31T12:09:19.944176,9,30,5,4,30.183,1.0,0.20141067816273397
95,2025-07-31T12:09:19.944196,9,30,5,6,30.157,1.47,0.20234560378105085
96,2025-07-31T12:09:19.944206,9,30,5,8,30.151,1.99,0.20322920892494925
97,2025-07-31T12:09:38.485367,9,100,0,4,120.257,397.0,0.5670676906009651
98,2025-07-31T12:09:38.485394,9,100,0,6,100.241,601.0,0.8061275981882403
99,2025-07-31T12:09:38.485401,9,100,0,8,100.152,793.0,1.0
100,2025-07-31T12:09:38.485407,9,100,0,10,100.225,543.0,0.7476475181786755
101,2025-07-31T12:09:57.111085,9,100,1,4,120.188,397.0,0.5729218129448859
102,2025-07-31T12:09:57.111127,9,100,1,6,100.294,593.0,0.8065160091734394
103,2025-07-31T12:09:57.111140,9,100,1,8,100.256,782.0,0.9999421481008618
104,2025-07-31T12:09:57.111149,9,100,1,10,100.227,376.0,0.5846547314578006
105,2025-07-31T12:10:18.528322,9,100,5,4,120.26,215.0,0.38235177608698506
106,2025-07-31T12:10:18.528362,9,100,5,6,100.214,62.7,0.26279231753958693
107,2025-07-31T12:10:18.528381,9,100,5,8,100.184,797.0,0.9999161542761319
108,2025-07-31T12:10:18.528401,9,100,5,10,100.142,547.0,0.7490589711417817
1,2025-07-31T12:10:36.127910,3,10,0,8,12.289,3.48,0.6236259024323999
2,2025-07-31T12:10:36.128028,3,10,0,10,10.33,4.28,0.7603489779612173
3,2025-07-31T12:10:36.128064,3,10,0,12,10.192,5.14,0.8763507056605433
4,2025-07-31T12:10:36.128079,3,10,0,14,10.137,6.07,1.0
