exp_id,timestamp,bw,delay,loss,iw,rtt,throughput,reward
85,2025-07-31T18:10:16.376675,9,30,0,6,36.405,1.47,0.6903838758412305
86,2025-07-31T18:10:16.376710,9,30,0,8,30.292,1.96,0.898758748184339
87,2025-07-31T18:10:16.376730,9,30,0,10,30.104,1.76,0.8285714285714285
88,2025-07-31T18:10:16.376748,9,30,0,12,30.134,2.24,0.9998008893608549
89,2025-07-31T18:10:34.120467,9,30,1,6,248.586,1.48,0.025547921456983834
90,2025-07-31T18:10:34.120539,9,30,1,8,30.234,2.0,0.20165289256198343
91,2025-07-31T18:10:34.120580,9,30,1,10,30.348,1.81,0.2007445826756729
92,2025-07-31T18:10:34.120601,9,30,1,12,30.34,968.0,0.9993012524719842
93,2025-07-31T18:10:53.760353,9,30,5,8,241.71,969.0,0.8249083612593604
94,2025-07-31T18:10:53.760408,9,30,5,8,30.167,1.97,0.20120211428483262
95,2025-07-31T18:10:53.760440,9,30,5,8,30.127,1.98,0.20147534940064354
96,2025-07-31T18:10:53.760458,9,30,5,10,30.103,1.85,0.2015273477812177
97,2025-07-31T18:11:13.408677,9,100,0,4,120.605,400.0,0.5737596437107347
98,2025-07-31T18:11:13.408740,9,100,0,6,100.988,597.0,0.8064832366007832
99,2025-07-31T18:11:13.408762,9,100,0,8,100.922,787.0,0.9997522839420543
100,2025-07-31T18:11:13.408791,9,100,0,10,100.797,541.0,0.7499364675984752
101,2025-07-31T18:11:32.849615,9,100,1,4,120.148,396.0,0.5656452382112439
102,2025-07-31T18:11:32.849674,9,100,1,6,100.115,601.0,0.8055415617128464
103,2025-07-31T18:11:32.849709,9,100,1,8,100.311,794.0,0.9996092153402917
104,2025-07-31T18:11:32.849740,9,100,1,10,100.541,535.0,0.738195405676449
105,2025-07-31T18:11:54.406672,9,100,5,8,126.105,794.0,0.9588295468062329
106,2025-07-31T18:11:54.406837,9,100,5,10,101.437,544.0,0.7455654089524466
107,2025-07-31T18:11:54.406901,9,100,5,12,100.213,652.0,0.8567932369544055
108,2025-07-31T18:11:54.406934,9,100,5,14,100.146,764.0,0.9697732997481109
1,2025-07-31T18:12:13.096188,3,10,0,6,12.253,2.58,0.5695985166897902
2,2025-07-31T18:12:13.096271,3,10,0,8,10.199,3.46,0.740625
3,2025-07-31T18:12:13.096294,3,10,0,10,10.22,4.25,0.8636515410958904
4,2025-07-31T18:12:13.096308,3,10,0,12,10.254,5.12,0.9989272479032573
5,2025-07-31T18:12:30.433358,3,10,1,6,12.205,2.63,0.5659728838688282
6,2025-07-31T18:12:30.433461,3,10,1,8,10.082,3.53,0.7379047619047618
7,2025-07-31T18:12:30.433483,3,10,1,10,10.084,4.3,0.8551984284392059
8,2025-07-31T18:12:30.433499,3,10,1,12,10.135,5.25,0.9989541193882585
9,2025-07-31T18:12:49.815154,3,10,5,6,12.21,2.6,0.5658333922825285
10,2025-07-31T18:12:49.815203,3,10,5,8,10.228,3.38,0.7178873319786787
11,2025-07-31T18:12:49.815218,3,10,5,10,10.228,4.22,0.8468700575065098
12,2025-07-31T18:12:49.815228,3,10,5,12,10.171,5.21,1.0
13,2025-07-31T18:13:07.404928,3,30,0,8,36.24,2.01,0.8936945251865391
14,2025-07-31T18:13:07.405001,3,30,0,8,30.096,2.0,0.9239819004524887
15,2025-07-31T18:13:07.405044,3,30,0,10,30.133,1.78,0.8440983134649058
16,2025-07-31T18:13:07.405066,3,30,0,12,30.199,2.21,0.9993178582072254
17,2025-07-31T18:13:25.118272,3,30,1,12,36.452,2.2,0.7619399182021586
18,2025-07-31T18:13:25.118310,3,30,1,12,30.399,2.19,0.7921482475170625
19,2025-07-31T18:13:25.118322,3,30,1,14,30.309,2.56,0.8930759169257215
20,2025-07-31T18:13:25.118332,3,30,1,16,30.133,2.95,1.0
21,2025-07-31T18:13:45.001803,3,30,5,8,36.199,306.0,0.9661648111826293
22,2025-07-31T18:13:45.001906,3,30,5,10,30.075,1.86,0.20486274509803917
23,2025-07-31T18:13:45.001952,3,30,5,12,30.243,2.16,0.20453605793076082
24,2025-07-31T18:13:45.001993,3,30,5,14,30.356,2.59,0.20491987801401576
25,2025-07-31T18:14:03.678974,3,100,0,4,120.83,399.0,0.5768172578688462
26,2025-07-31T18:14:03.679044,3,100,0,6,100.93,597.0,0.8130937098844673
27,2025-07-31T18:14:03.679088,3,100,0,8,101.097,779.0,0.9996696242222816
28,2025-07-31T18:14:03.679130,3,100,0,10,101.013,541.0,0.7554197468730337
29,2025-07-31T18:14:22.342022,3,100,1,4,121.188,398.0,0.5658530547578968
30,2025-07-31T18:14:22.342076,3,100,1,6,100.786,595.0,0.7974164573986158
31,2025-07-31T18:14:22.342106,3,100,1,8,100.884,796.0,0.9992327822053051
32,2025-07-31T18:14:22.342122,3,100,1,10,100.497,546.0,0.7487437185929648
33,2025-07-31T18:14:42.721165,3,100,5,4,120.744,399.0,0.5787916427421226
34,2025-07-31T18:14:42.721192,3,100,5,6,100.13,595.0,0.8157826649417853
35,2025-07-31T18:14:42.721199,3,100,5,8,100.684,773.0,0.9988995272337213
36,2025-07-31T18:14:42.721205,3,100,5,10,100.423,542.0,0.7603479043027037
37,2025-07-31T18:15:00.053107,6,10,0,6,12.172,2.61,0.5676096866222657
38,2025-07-31T18:15:00.053143,6,10,0,8,10.177,3.48,0.7339050061512005
39,2025-07-31T18:15:00.053164,6,10,0,10,10.239,4.12,0.8309692401507991
40,2025-07-31T18:15:00.053173,6,10,0,12,10.154,5.21,1.0
41,2025-07-31T18:15:18.376962,6,10,1,6,12.13,2.64,0.5671723000824402
42,2025-07-31T18:15:18.377011,6,10,1,8,10.143,3.47,0.7256787036290141
43,2025-07-31T18:15:18.377037,6,10,1,10,10.182,4.04,0.811276584346708
44,2025-07-31T18:15:18.377067,6,10,1,12,10.139,5.28,1.0
45,2025-07-31T18:15:36.782374,6,10,5,6,12.631,2.62,0.6657291679813908
46,2025-07-31T18:15:36.782413,6,10,5,8,10.07,3.51,0.8782608695652174
47,2025-07-31T18:15:36.782433,6,10,5,10,10.097,4.14,0.9994651876795088
48,2025-07-31T18:15:36.782443,6,10,5,12,10.336,3.78,0.9252877237851663
49,2025-07-31T18:15:54.444398,6,30,0,8,36.327,1.99,0.8828726157820219
50,2025-07-31T18:15:54.444466,6,30,0,8,30.308,1.99,0.9157907346438428
51,2025-07-31T18:15:54.444491,6,30,0,10,30.322,1.83,0.8580413471977352
52,2025-07-31T18:15:54.444505,6,30,0,12,30.107,2.22,1.0
53,2025-07-31T18:16:13.363817,6,30,1,4,36.264,992.0,0.9661537613059784
54,2025-07-31T18:16:13.363907,6,30,1,6,30.231,1.49,0.20051357744293666
55,2025-07-31T18:16:13.363968,6,30,1,8,30.381,1.91,0.19986822488800826
56,2025-07-31T18:16:13.363987,6,30,1,10,30.127,315.0,0.45403225806451614
57,2025-07-31T18:16:31.942661,6,30,5,2,30.49,497.0,0.5985805274694289
58,2025-07-31T18:16:31.942698,6,30,5,4,30.13,991.0,0.9997278460006638
59,2025-07-31T18:16:31.942717,6,30,5,6,30.089,1.46,0.2011786074672048
60,2025-07-31T18:16:31.942735,6,30,5,8,30.164,1.49,0.20070554390121081
61,2025-07-31T18:16:51.586492,6,100,0,4,120.466,399.0,0.5714247568015183
62,2025-07-31T18:16:51.586598,6,100,0,6,101.457,588.0,0.7943230328036853
63,2025-07-31T18:16:51.586665,6,100,0,8,100.506,789.0,1.0
64,2025-07-31T18:16:51.586728,6,100,0,10,100.962,546.0,0.7527088571440839
65,2025-07-31T18:17:10.232232,6,100,1,4,120.622,400.0,0.5710595438957857
66,2025-07-31T18:17:10.232319,6,100,1,6,100.114,328.0,0.5321518987341771
67,2025-07-31T18:17:10.232371,6,100,1,8,100.809,790.0,0.9986211548572053
68,2025-07-31T18:17:10.232426,6,100,1,10,100.124,537.0,0.7437774931237164
69,2025-07-31T18:17:28.897858,6,100,5,4,121.346,401.0,0.5712070620531269
70,2025-07-31T18:17:28.897930,6,100,5,6,101.139,588.0,0.7935664127361504
71,2025-07-31T18:17:28.897955,6,100,5,8,100.19,790.0,1.0
72,2025-07-31T18:17:28.897990,6,100,5,10,100.899,541.0,0.7464427355040214
73,2025-07-31T18:17:46.320594,9,10,0,6,12.131,2.62,0.5638593050532947
74,2025-07-31T18:17:46.320640,9,10,0,8,10.167,3.46,0.7234667578945836
75,2025-07-31T18:17:46.320667,9,10,0,10,10.077,4.17,0.8330170777988616
76,2025-07-31T18:17:46.320694,9,10,0,12,10.259,5.27,0.9964518958962862
77,2025-07-31T18:18:04.784749,9,10,1,8,12.322,3.49,0.1950905426906491
78,2025-07-31T18:18:04.784872,9,10,1,8,10.252,3.52,0.2285308269104777
79,2025-07-31T18:18:04.784896,9,10,1,8,10.211,90.7,0.9982763686220741
80,2025-07-31T18:18:04.784911,9,10,1,10,10.123,4.32,0.23810363836824694
81,2025-07-31T18:18:23.115129,9,10,5,6,12.706,2.64,0.5654561313242977
82,2025-07-31T18:18:23.115220,9,10,5,8,10.17,3.45,0.7297504798464491
83,2025-07-31T18:18:23.115276,9,10,5,10,10.177,4.13,0.8340275020807335
84,2025-07-31T18:18:23.115305,9,10,5,12,10.225,5.21,0.9989242053789731
85,2025-07-31T18:18:40.750989,9,30,0,8,36.344,1.97,0.7694158332089367
86,2025-07-31T18:18:40.751051,9,30,0,10,30.323,1.82,0.7563176188730707
87,2025-07-31T18:18:40.751085,9,30,0,12,30.239,2.18,0.8672137513923242
88,2025-07-31T18:18:40.751123,9,30,0,14,30.09,2.61,1.0
89,2025-07-31T18:18:59.379804,9,30,1,8,36.163,1.98,0.7862416350966457
90,2025-07-31T18:18:59.379879,9,30,1,10,30.306,1.8,0.7623614135814689
91,2025-07-31T18:18:59.379917,9,30,1,12,30.285,2.17,0.878125
92,2025-07-31T18:18:59.379931,9,30,1,14,30.3,2.56,0.9999009900990099
93,2025-07-31T18:19:17.024449,9,30,5,6,36.645,1.48,0.7623405566098976
94,2025-07-31T18:19:17.024530,9,30,5,6,30.467,1.51,0.8077903132815005
95,2025-07-31T18:19:17.024551,9,30,5,6,30.115,1.47,0.793939393939394
96,2025-07-31T18:19:17.024570,9,30,5,8,30.121,1.98,0.9999601606852362
97,2025-07-31T18:19:35.641595,9,100,0,4,120.277,399.0,0.5728414478738346
98,2025-07-31T18:19:35.641699,9,100,0,6,100.582,597.0,0.806861499364676
99,2025-07-31T18:19:35.641759,9,100,0,8,101.157,787.0,0.9988631533161323
100,2025-07-31T18:19:35.641789,9,100,0,10,101.077,542.0,0.7499735347134738
101,2025-07-31T18:19:54.377821,9,100,1,4,120.987,400.0,0.6997357033336808
102,2025-07-31T18:19:54.377910,9,100,1,6,100.158,599.0,0.9999321072705125
103,2025-07-31T18:19:54.377966,9,100,1,8,100.124,300.0,0.6006677796327211
104,2025-07-31T18:19:54.378027,9,100,1,10,100.315,543.0,0.9248278806567326
105,2025-07-31T18:20:13.212977,9,100,5,6,120.896,597.0,0.7631353063170773
106,2025-07-31T18:20:13.213025,9,100,5,8,100.876,801.0,1.0
107,2025-07-31T18:20:13.213043,9,100,5,10,100.961,369.0,0.5683709439922792
108,2025-07-31T18:20:13.213062,9,100,5,12,100.89,656.0,0.8551532707220346
1,2025-07-31T18:20:30.821988,3,10,0,4,12.102,1.75,0.4984787697010399
2,2025-07-31T18:20:30.822135,3,10,0,6,10.136,2.62,0.6955082742316785
3,2025-07-31T18:20:30.822208,3,10,0,8,10.231,3.23,0.8090176035240784
4,2025-07-31T18:20:30.822274,3,10,0,10,10.19,4.23,0.9989401373895976
5,2025-07-31T18:20:48.253731,3,10,1,4,12.275,1.66,0.4724420306253299
6,2025-07-31T18:20:48.253882,3,10,1,6,10.196,2.61,0.6820190924545573
7,2025-07-31T18:20:48.253930,3,10,1,8,10.216,3.31,0.8112597523130022
8,2025-07-31T18:20:48.253994,3,10,1,10,10.129,4.32,1.0
9,2025-07-31T18:21:06.882208,3,10,5,4,12.148,1.09,0.16963109593158593
10,2025-07-31T18:21:06.882288,3,10,5,6,10.188,2.56,0.20446187363834417
11,2025-07-31T18:21:06.882330,3,10,5,8,10.237,3.29,0.20477689308061256
12,2025-07-31T18:21:06.882345,3,10,5,10,10.223,459.0,0.9993152694903649
13,2025-07-31T18:21:24.205318,3,30,0,6,36.511,1.48,0.8134977811163431
14,2025-07-31T18:21:24.205369,3,30,0,6,30.396,1.46,0.8382513661202186
15,2025-07-31T18:21:24.205378,3,30,0,8,30.43,1.81,0.9910333669139422
16,2025-07-31T18:21:24.205383,3,30,0,10,30.421,1.83,0.9998356398540482
17,2025-07-31T18:21:43.971477,3,30,1,10,36.413,1.85,0.7383634573209725
18,2025-07-31T18:21:43.971518,3,30,1,10,30.414,1.85,0.7712904771298932
19,2025-07-31T18:21:43.971537,3,30,1,12,30.393,2.12,0.854826254826255
20,2025-07-31T18:21:43.971548,3,30,1,14,30.402,2.59,0.9999407933688573
21,2025-07-31T18:22:01.870177,3,30,5,6,36.441,228.0,0.965319283224939
22,2025-07-31T18:22:01.870263,3,30,5,8,30.191,1.97,0.20645519084053746
23,2025-07-31T18:22:01.870317,3,30,5,10,30.122,1.81,0.20635087719298242
24,2025-07-31T18:22:01.870367,3,30,5,12,30.152,2.2,0.20752030647060735
25,2025-07-31T18:22:20.489893,3,100,0,4,120.461,399.0,0.5742309603463835
26,2025-07-31T18:22:20.489957,3,100,0,6,100.638,598.0,0.810204081632653
27,2025-07-31T18:22:20.490000,3,100,0,8,100.881,784.0,0.999518244267999
28,2025-07-31T18:22:20.490024,3,100,0,10,101.007,539.0,0.7492693575692774
29,2025-07-31T18:22:39.166139,3,100,1,4,120.712,396.0,0.5710575753928053
30,2025-07-31T18:22:39.166206,3,100,1,6,100.953,598.0,0.8098613478852656
31,2025-07-31T18:22:39.166216,3,100,1,8,101.026,784.0,0.9995129966543266
32,2025-07-31T18:22:39.166223,3,100,1,10,100.78,543.0,0.7540816326530612
33,2025-07-31T18:22:59.691631,3,100,5,4,120.115,204.0,0.37367664069408224
34,2025-07-31T18:22:59.691681,3,100,5,6,100.786,600.0,0.8058224777491342
35,2025-07-31T18:22:59.691712,3,100,5,8,100.666,792.0,1.0
36,2025-07-31T18:22:59.691726,3,100,5,10,101.0,542.0,0.7468133613361336
37,2025-07-31T18:23:17.041376,6,10,0,4,12.226,1.75,0.4934994757209173
38,2025-07-31T18:23:17.041405,6,10,0,6,10.138,2.6,0.6868629770987077
39,2025-07-31T18:23:17.041412,6,10,0,8,10.125,3.33,0.8238875878220141
40,2025-07-31T18:23:17.041418,6,10,0,10,10.182,4.27,0.9988803771361225
41,2025-07-31T18:23:34.366820,6,10,1,4,12.212,1.71,0.4813791606181479
42,2025-07-31T18:23:34.366910,6,10,1,6,10.129,2.52,0.6650557918327022
43,2025-07-31T18:23:34.366939,6,10,1,8,10.148,3.25,0.7995553111865863
44,2025-07-31T18:23:34.366956,6,10,1,10,10.102,4.33,1.0
45,2025-07-31T18:23:51.774388,6,10,5,4,12.206,1.74,0.4902792275723621
46,2025-07-31T18:23:51.774468,6,10,5,6,10.119,2.64,0.6923076923076923
47,2025-07-31T18:23:51.774515,6,10,5,8,10.268,3.35,0.8218064042177793
48,2025-07-31T18:23:51.774559,6,10,5,10,10.189,4.29,0.9986259691824517
49,2025-07-31T18:24:09.479968,6,30,0,10,36.587,1.82,0.7289186674726462
50,2025-07-31T18:24:09.480016,6,30,0,10,30.182,1.84,0.7700456507009928
51,2025-07-31T18:24:09.480046,6,30,0,12,30.152,2.16,0.8694689541979552
52,2025-07-31T18:24:09.480063,6,30,0,14,30.107,2.58,1.0
53,2025-07-31T18:24:28.169428,6,30,1,2,36.19,493.0,0.567436676798379
54,2025-07-31T18:24:28.169523,6,30,1,4,30.371,987.0,1.0
55,2025-07-31T18:24:28.169576,6,30,1,6,30.409,1.46,0.20093345798314718
56,2025-07-31T18:24:28.169627,6,30,1,8,30.533,1.95,0.20051940015670913
57,2025-07-31T18:24:45.731765,6,30,5,4,36.249,988.0,0.9661838947281305
58,2025-07-31T18:24:45.731838,6,30,5,6,30.156,1.47,0.20095152494478102
59,2025-07-31T18:24:45.731880,6,30,5,8,30.125,1.98,0.20157004384564983
60,2025-07-31T18:24:45.731895,6,30,5,10,30.12,1.85,0.20149797570850198
61,2025-07-31T18:25:04.417068,6,100,0,4,122.025,400.0,0.5686388879607736
62,2025-07-31T18:25:04.417164,6,100,0,6,100.147,593.0,0.7996812523769578
63,2025-07-31T18:25:04.417226,6,100,0,8,101.972,791.0,0.9963558623935982
64,2025-07-31T18:25:04.417284,6,100,0,10,100.114,545.0,0.7512010113780025
65,2025-07-31T18:25:23.066015,6,100,1,4,120.8,398.0,0.5685069218275132
66,2025-07-31T18:25:23.066088,6,100,1,6,100.829,588.0,0.7935437699348508
67,2025-07-31T18:25:23.066134,6,100,1,8,100.251,791.0,1.0
68,2025-07-31T18:25:23.066157,6,100,1,10,101.955,547.0,0.7498811162134258
69,2025-07-31T18:25:42.620125,6,100,5,4,120.219,400.0,0.5755733079594618
70,2025-07-31T18:25:42.620165,6,100,5,6,102.218,601.0,0.8103270732296863
71,2025-07-31T18:25:42.620190,6,100,5,8,100.316,783.0,1.0
72,2025-07-31T18:25:42.620213,6,100,5,10,100.342,548.0,0.7598460060972063
73,2025-07-31T18:26:00.028957,9,10,0,4,12.163,1.75,0.48671795270209617
74,2025-07-31T18:26:00.029016,9,10,0,6,10.072,2.65,0.6862385321100917
75,2025-07-31T18:26:00.029052,9,10,0,8,10.339,3.24,0.7893305032783147
76,2025-07-31T18:26:00.029082,9,10,0,10,10.112,4.36,0.9992088607594937
77,2025-07-31T18:26:17.452228,9,10,1,6,12.322,2.62,0.7615561261884911
78,2025-07-31T18:26:17.452269,9,10,1,6,10.181,2.61,0.7938502842146884
79,2025-07-31T18:26:17.452294,9,10,1,6,10.167,2.52,0.7736114578841047
80,2025-07-31T18:26:17.452306,9,10,1,8,10.129,3.51,1.0
81,2025-07-31T18:26:35.961901,9,10,5,4,12.187,1.74,0.575736537004233
82,2025-07-31T18:26:35.961980,9,10,5,6,10.313,2.63,0.8153715755671026
83,2025-07-31T18:26:35.962039,9,10,5,8,10.197,3.4,0.9987839560655094
84,2025-07-31T18:26:35.962055,9,10,5,10,10.135,1.98,0.6658823529411765
85,2025-07-31T18:26:53.573582,9,30,0,6,36.196,1.48,0.6973081533672923
86,2025-07-31T18:26:53.573619,9,30,0,8,30.471,1.99,0.9115253156239271
87,2025-07-31T18:26:53.573639,9,30,0,10,30.109,1.83,0.8565022421524664
88,2025-07-31T18:26:53.573648,9,30,0,12,30.213,2.23,0.9993115546288022
89,2025-07-31T18:27:11.303725,9,30,1,6,36.323,1.47,0.6955640495821647
90,2025-07-31T18:27:11.303784,9,30,1,8,30.35,1.99,0.9155882868041022
91,2025-07-31T18:27:11.303820,9,30,1,10,30.525,1.79,0.8423783783783785
92,2025-07-31T18:27:11.303839,9,30,1,12,30.118,2.22,1.0
93,2025-07-31T18:27:29.479456,9,30,5,4,36.602,132.0,0.27101847240282545
94,2025-07-31T18:27:29.479521,9,30,5,4,30.157,993.0,0.9998673608117519
95,2025-07-31T18:27:29.479539,9,30,5,4,30.137,153.0,0.32326283987915405
96,2025-07-31T18:27:29.479553,9,30,5,6,30.149,1.45,0.20108857261034874
97,2025-07-31T18:27:49.176677,9,100,0,4,121.044,401.0,0.5760492200380136
98,2025-07-31T18:27:49.176740,9,100,0,6,101.212,597.0,0.809052164998075
99,2025-07-31T18:27:49.176773,9,100,0,8,100.357,782.0,1.0
100,2025-07-31T18:27:49.176808,9,100,0,10,102.308,544.0,0.7527077656386256
101,2025-07-31T18:28:07.719492,9,100,1,4,120.179,400.0,0.577499370029351
102,2025-07-31T18:28:07.719557,9,100,1,6,100.179,597.0,0.8130937098844673
103,2025-07-31T18:28:07.719596,9,100,1,8,100.755,779.0,0.9988566324251898
104,2025-07-31T18:28:07.719631,9,100,1,10,100.602,547.0,0.7609048904286821
105,2025-07-31T18:28:27.970919,9,100,5,4,126.857,398.0,0.572868716444726
106,2025-07-31T18:28:27.970955,9,100,5,6,100.74,585.0,0.8085825747724317
107,2025-07-31T18:28:27.970974,9,100,5,8,101.989,769.0,0.9975507162537136
108,2025-07-31T18:28:27.970980,9,100,5,10,100.843,371.0,0.5857515087990296
1,2025-07-31T18:30:02.732775,3,10,0,6,12.331,2.6,0.5733284993504336
2,2025-07-31T18:30:02.732853,3,10,0,8,10.226,3.49,0.7470011466350672
3,2025-07-31T18:30:02.732879,3,10,0,10,10.248,4.16,0.851670799467328
4,2025-07-31T18:30:02.732912,3,10,0,12,10.203,5.1,1.0
5,2025-07-31T18:30:20.204620,3,10,1,6,12.275,2.63,0.5684044347003228
6,2025-07-31T18:30:20.204720,3,10,1,8,10.229,3.43,0.7240006153539023
7,2025-07-31T18:30:20.204786,3,10,1,10,10.252,4.12,0.8290983468971964
8,2025-07-31T18:30:20.204848,3,10,1,12,10.195,5.23,1.0
9,2025-07-31T18:30:38.608179,3,10,5,6,217.65,2.64,0.4123150937407386
10,2025-07-31T18:30:38.608230,3,10,5,8,10.295,3.5,0.7301549332848896
11,2025-07-31T18:30:38.608249,3,10,5,10,10.259,2.6,0.5934374509367681
12,2025-07-31T18:30:38.608276,3,10,5,12,10.079,5.24,1.0
13,2025-07-31T18:30:56.146719,3,30,0,4,36.145,999.0,0.9665237238898879
14,2025-07-31T18:30:56.146754,3,30,0,4,30.138,990.0,0.9925074387547013
15,2025-07-31T18:30:56.146764,3,30,0,6,30.169,1.46,0.20067859937898716
16,2025-07-31T18:30:56.146770,3,30,0,8,30.095,2.01,0.20160960960960955
17,2025-07-31T18:31:13.756857,3,30,1,8,36.191,1.99,0.8811915555647521
18,2025-07-31T18:31:13.756894,3,30,1,8,30.311,1.99,0.9136440129698804
19,2025-07-31T18:31:13.756913,3,30,1,10,30.275,1.83,0.8564824238205093
20,2025-07-31T18:31:13.756932,3,30,1,12,30.272,2.23,1.0
21,2025-07-31T18:31:33.229548,3,30,5,4,37.302,88.1,0.467782699610465
22,2025-07-31T18:31:33.229584,3,30,5,6,30.093,230.0,1.0
23,2025-07-31T18:31:33.229609,3,30,5,8,30.109,1.9,0.20650241513804188
24,2025-07-31T18:31:33.229629,3,30,5,10,30.428,1.82,0.20412851549773944
25,2025-07-31T18:31:51.871381,3,100,0,4,120.437,400.0,0.5788565164197151
26,2025-07-31T18:31:51.871450,3,100,0,6,101.865,583.0,0.7978698813519612
27,2025-07-31T18:31:51.871491,3,100,0,8,100.255,776.0,1.0
28,2025-07-31T18:31:51.871525,3,100,0,10,100.858,539.0,0.7544743625466691
29,2025-07-31T18:32:11.354328,3,100,1,4,120.126,401.0,0.571712176961665
30,2025-07-31T18:32:11.354609,3,100,1,6,100.121,599.0,0.8050125509749364
31,2025-07-31T18:32:11.354675,3,100,1,8,102.222,792.0,0.9958521648960107
32,2025-07-31T18:32:11.354736,3,100,1,10,100.102,543.0,0.7484848484848484
33,2025-07-31T18:32:31.904466,3,100,5,4,121.751,399.0,0.5675628325372475
34,2025-07-31T18:32:31.904539,3,100,5,6,100.413,599.0,0.8045465862352121
35,2025-07-31T18:32:31.904584,3,100,5,8,100.353,792.0,0.9996153577870118
36,2025-07-31T18:32:31.904635,3,100,5,10,100.16,547.0,0.7525252525252525
37,2025-07-31T18:32:49.436443,6,10,0,6,12.199,2.61,0.5747853936834052
38,2025-07-31T18:32:49.436516,6,10,0,8,10.26,3.5,0.7452826510721247
39,2025-07-31T18:32:49.436560,6,10,0,10,10.233,4.03,0.8284600389863548
40,2025-07-31T18:32:49.436606,6,10,0,12,10.269,5.13,0.9992988606485539
41,2025-07-31T18:33:06.818180,6,10,1,6,12.254,2.6,0.5649783185892192
42,2025-07-31T18:33:06.818260,6,10,1,8,10.165,3.46,0.7312870962452861
43,2025-07-31T18:33:06.818304,6,10,1,10,10.061,4.11,0.8335260115606936
44,2025-07-31T18:33:06.818321,6,10,1,12,10.069,5.19,0.9998410964346012
45,2025-07-31T18:33:25.321106,6,10,5,6,12.294,2.63,0.573551009964605
46,2025-07-31T18:33:25.321149,6,10,5,8,10.143,2.16,0.5355339805825243
47,2025-07-31T18:33:25.321169,6,10,5,10,10.35,4.24,0.8546407766990292
48,2025-07-31T18:33:25.321188,6,10,5,12,10.181,5.15,0.9992535114428838
49,2025-07-31T18:33:42.988604,6,30,0,8,36.382,1.98,0.8920664468113326
50,2025-07-31T18:33:42.988667,6,30,0,8,30.099,1.96,0.9192660550458716
51,2025-07-31T18:33:42.988704,6,30,0,10,30.128,1.82,0.8676973963078631
52,2025-07-31T18:33:42.988717,6,30,0,12,30.501,2.18,0.9973640208517753
53,2025-07-31T18:34:00.710726,6,30,1,4,36.196,1.0,0.5787652107141759
54,2025-07-31T18:34:00.710762,6,30,1,6,30.702,1.51,0.8188500430140888
55,2025-07-31T18:34:00.710769,6,30,1,8,30.114,1.94,1.0
56,2025-07-31T18:34:00.710786,6,30,1,10,30.499,1.83,0.9521145023176356
57,2025-07-31T18:34:18.370663,6,30,5,6,36.156,1.5,0.8220392869514436
58,2025-07-31T18:34:18.370701,6,30,5,8,30.064,1.49,0.8513661202185793
59,2025-07-31T18:34:18.370712,6,30,5,10,30.606,1.75,0.9614855332127097
60,2025-07-31T18:34:18.370718,6,30,5,12,30.076,1.83,0.9999202021545418
61,2025-07-31T18:34:37.064999,6,100,0,4,121.458,401.0,0.5719273600709083
62,2025-07-31T18:34:37.065039,6,100,0,6,100.094,600.0,0.8091370558375635
63,2025-07-31T18:34:37.065050,6,100,0,8,101.875,788.0,0.9965035582822086
64,2025-07-31T18:34:37.065055,6,100,0,10,100.142,548.0,0.7562493137916746
65,2025-07-31T18:34:55.625165,6,100,1,2,120.114,200.0,0.3669364852453839
66,2025-07-31T18:34:55.625218,6,100,1,4,101.865,386.0,0.5826554900910749
67,2025-07-31T18:34:55.625250,6,100,1,6,100.407,591.0,0.7902621722846442
68,2025-07-31T18:34:55.625281,6,100,1,8,102.544,801.0,0.9958320330784833
69,2025-07-31T18:35:15.138608,6,100,5,4,120.199,400.0,0.5686536995328642
70,2025-07-31T18:35:15.138657,6,100,5,6,101.739,601.0,0.8009003529130926
71,2025-07-31T18:35:15.138685,6,100,5,8,100.568,796.0,0.9991726990692864
72,2025-07-31T18:35:15.138700,6,100,5,10,100.152,547.0,0.7497487437185929
73,2025-07-31T18:35:32.641271,9,10,0,6,12.237,2.62,0.569743897145065
74,2025-07-31T18:35:32.641350,9,10,0,8,10.15,3.49,0.7379576107899807
75,2025-07-31T18:35:32.641400,9,10,0,10,10.35,4.04,0.8188712965289995
76,2025-07-31T18:35:32.641453,9,10,0,12,10.22,5.19,0.9986301369863013
77,2025-07-31T18:35:50.057594,9,10,1,4,12.251,1.74,0.698059606911665
78,2025-07-31T18:35:50.057654,9,10,1,4,10.215,1.74,0.731297709923664
79,2025-07-31T18:35:50.057692,9,10,1,4,10.24,1.62,0.6941682072996183
80,2025-07-31T18:35:50.057713,9,10,1,6,10.237,2.62,0.999570186578099
81,2025-07-31T18:36:08.447825,9,10,5,6,12.26,2.56,0.561277114038479
82,2025-07-31T18:36:08.447863,9,10,5,8,10.217,3.51,0.7410404624277456
83,2025-07-31T18:36:08.447889,9,10,5,10,10.238,4.04,0.8223257944542245
84,2025-07-31T18:36:08.447905,9,10,5,12,10.288,5.19,0.9986197511664074
85,2025-07-31T18:36:25.993974,9,30,0,4,36.443,990.0,0.9659632851302034
86,2025-07-31T18:36:25.994083,9,30,0,6,30.241,1.48,0.20119595959595954
87,2025-07-31T18:36:25.994123,9,30,0,8,30.273,1.9,0.20132394402853224
88,2025-07-31T18:36:25.994147,9,30,0,10,32.246,1.78,0.1890027329049347
